Id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
16954,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
16955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16956,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
16957,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
16958,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
16959,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
16960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
16961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16965,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,3
16966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16967,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
16968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
16972,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
16973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16975,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3
16976,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16977,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
16978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16979,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
16980,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
16981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
16991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16993,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
16994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
16995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2
17015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17016,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3
17017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
17018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17020,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
17021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17026,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
17027,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17028,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17029,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
17030,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17032,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17033,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17034,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
17035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17037,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
17038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17042,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17045,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17048,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2
17049,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17051,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
17052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17053,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17055,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17056,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17058,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
17059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17060,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17065,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
17068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17070,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2
17071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17073,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
17074,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17077,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17082,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17084,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17086,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17087,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3
17088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17090,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17092,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
17093,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17098,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17101,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
17102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
17103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17106,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17109,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17115,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
17117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
17118,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
17122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2
17124,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
17125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
17127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
17133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17134,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
17135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
17136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
17137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
17143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17144,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17147,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
17148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
17152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
17153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
17156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17160,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
17161,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17165,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,3
17166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
17167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17170,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3
17171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
17172,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
17178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17181,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
17182,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
17183,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17186,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17190,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
17191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17200,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,4
17201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17202,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17203,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
