Id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
17207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
17210,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17211,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3
17212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17214,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17218,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17220,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17221,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
17222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17223,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
17224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17226,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17233,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
17234,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17235,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17236,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
17237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17239,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17244,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3
17245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17247,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
17252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17255,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,3
17256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17260,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17262,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
17266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17274,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
17275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17278,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17283,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
17284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17295,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,3
17296,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17297,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
17298,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17300,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17301,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17302,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
17303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17304,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17309,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
17310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17315,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17318,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
17319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
17325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17327,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
17335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17337,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17338,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17339,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17342,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17344,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3
17345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17348,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
17349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17350,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
17351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17354,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17355,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17361,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17367,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
17368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17369,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17370,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17371,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17372,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17373,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17378,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17381,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3
17382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17385,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3
17386,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3
17387,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
17390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17393,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
17394,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2
17396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17397,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17406,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17407,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17408,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17409,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17412,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
17413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
17415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17418,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
17419,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
17420,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
17421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
17423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
17424,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3
17425,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
17426,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
17427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17431,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17434,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17440,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
17441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17443,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,4
17444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17447,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
17448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17449,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
17450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17451,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
17452,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
17454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
17456,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
17457,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3
17458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2
17459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17463,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
